Aufwärmen ohne Heizung;;;Aufwärmen mit Heizung;;
Zeit;Temperatur;Temperatur;Zeit;NiCr-Ni-Element;NiCr-Ni-Element
t / s;U / mV;; Sekunden;( mV );
53040;0,333;8;;;
53050;0,333;8;;;
53060;0,333;8;;;
53070;0,333;8;;;
53080;0,333;8;;;
53090;0,334;8;;;
53100;0,334;8;;;
53110;0,335;8;;;
53120;0,335;8;;;
53130;0,335;8;;;
53140;0,336;8;;;
53150;0,336;8;;;
53160;0,336;8;;;
53170;0,336;8;;;
53180;0,336;8;;;
53190;0,336;8;;;
53200;0,337;8;;;
53210;0,337;8;;;
53220;0,338;8;;;
53230;0,338;8;;;
53240;0,339;8;;;
53250;0,339;8;;;
53260;0,339;8;;;
53270;0,339;8;;;
53280;0,339;8;;;
53290;0,34;8;;;
53300;0,339;8;;;
53310;0,34;8;;;
53320;0,34;8;;;
53330;0,341;8;;;
53340;0,341;8;;;
53350;0,341;8;;;
53360;0,341;8;;;
53370;0,341;8;;;
53380;0,342;8;;;
53390;0,342;8;;;
53400;0,343;8;;;
53410;0,343;8;;;
53420;0,342;8;;;
53430;0,343;8;;;
53440;0,344;8;;;
53450;0,343;8;;;
53460;0,344;8;;;
53470;0,344;8;;;
53480;0,345;8;;;
53490;0,344;8;;;
53500;0,345;8;;;
53510;0,345;8;;;
53520;0,346;8;;;
53530;0,346;8;;;
53540;0,347;8;;;
53550;0,347;8;;;
53560;0,347;8;;;
53570;0,347;8;;;
53580;0,348;8;;;
53590;0,348;8;;;
53600;0,348;8;;;
53610;0,348;8;;;
53620;0,348;8;;;
53630;0,349;8;;;
53640;0,349;8;;;
53650;0,349;8;;;
53660;0,35;8;;;
53670;0,35;8;;;
53680;0,35;8;;;
53690;0,351;8;;;
53700;0,351;8;;;
53710;0,352;8;;;
53720;0,351;8;;;
53730;0,352;8;;;
53740;0,352;8;;;
53750;0,352;8;;;
53760;0,352;8;;;
53770;0,353;8;;;
53780;0,353;8;;;
53790;0,353;8;;;
53800;0,354;8;;;
53810;0,353;8;;;
53820;0,354;8;;;
53830;0,354;8;;;
53840;0,354;8;;;
53850;0,355;8;;;
53860;0,355;8;;;
53870;0,356;8;;;
53880;0,356;8;;;
53890;0,357;8;;;
53900;0,357;8;;;
53910;0,356;8;;;
53920;0,357;8;;;
53930;0,357;8;;;
53940;0,357;8;;;
53950;0,358;9;;;
53960;0,358;9;;;
53970;0,359;9;;;
53980;0,359;9;;;
53990;0,359;9;;;
54000;0,359;9;;;
54010;0,359;9;;;
54020;0,36;9;;;
54030;0,36;9;;;
54040;0,36;9;;;
54050;0,361;9;;;
54060;0,361;9;;;
54070;0,361;9;;;
54080;0,362;9;;;
54090;0,362;9;;;
54100;0,362;9;;;
54110;0,362;9;;;
54120;0,363;9;;;
54130;0,363;9;;;
54140;0,363;9;;;
54150;0,363;9;;;
54160;0,363;9;;;
54170;0,364;9;;;
54180;0,364;9;;;
54190;0,364;9;;;
54200;0,364;9;;;
54210;0,364;9;;;
54220;0,364;9;;;
54230;0,365;9;;;
54240;0,365;9;;;
54250;0,366;9;;;
54260;0,366;9;;;
54270;0,366;9;;;
54280;0,366;9;;;
54290;0,366;9;;;
54300;0,367;9;;;
54310;0,368;9;;;
54320;0,368;9;;;
54330;0,368;9;;;
54340;0,368;9;;;
54350;0,368;9;;;
54360;0,368;9;;;
54370;0,368;9;;;
54380;0,369;9;;;
54390;0,369;9;;;
54400;0,369;9;;;
54410;0,369;9;;;
54420;0,369;9;;;
54430;0,37;9;;;
54440;0,37;9;;;
54450;0,371;9;;;
54460;0,371;9;;;
54470;0,372;9;;;
54480;0,372;9;;;
54490;0,372;9;;;
54500;0,373;9;;;
54510;0,373;9;;;
54520;0,373;9;;;
54530;0,373;9;;;
54540;0,373;9;;;
54550;0,373;9;;;
54560;0,373;9;;;
54570;0,374;9;;;
54580;0,374;9;;;
54590;0,374;9;;;
54600;0,374;9;;;
54610;0,375;9;;;
54620;0,375;9;;;
54630;0,375;9;;;
54640;0,376;9;;;
54650;0,376;9;;;
54660;0,377;9;;;
54670;0,377;9;;;
54680;0,378;9;;;
54690;0,377;9;;;
54700;0,377;9;;;
54710;0,378;9;;;
54720;0,378;9;;;
54730;0,379;9;;;
54740;0,379;9;;;
54750;0,379;9;;;
54760;0,379;9;;;
54770;0,379;9;;;
54780;0,38;9;;;
54790;0,38;9;;;
54800;0,38;9;;;
54810;0,38;9;;;
54820;0,38;9;;;
54830;0,381;9;;;
54840;0,381;9;;;
54850;0,381;9;;;
54860;0,381;9;;;
54870;0,381;9;;;
54880;0,381;9;;;
54890;0,382;9;;;
54900;0,382;9;;;
54910;0,382;9;;;
54920;0,383;9;;;
54930;0,383;9;;;
54940;0,383;9;;;
54950;0,384;9;;;
54960;0,384;9;;;
54970;0,384;9;;;
54980;0,384;9;;;
54990;0,384;9;;;
55000;0,384;9;;;
55010;0,385;9;;;
55020;0,385;9;;;
55030;0,385;9;;;
55040;0,385;9;;;
55050;0,385;9;;;
55060;0,386;9;;;
55070;0,386;9;;;
55080;0,386;9;;;
55090;0,386;9;;;
55100;0,387;9;;;
55110;0,387;9;;;
55120;0,387;9;;;
55130;0,387;9;;;
55140;0,388;9;;;
55150;0,388;9;;;
55160;0,388;9;;;
55170;0,388;9;;;
55180;0,389;9;;;
55190;0,389;9;;;
55200;0,39;9;;;
55210;0,39;9;;;
55220;0,391;9;;;
55230;0,39;9;;;
55240;0,39;9;;;
55250;0,391;9;;;
55260;0,391;9;;;
55270;0,392;9;;;
55280;0,392;9;;;
55290;0,392;9;;;
55300;0,392;9;;;
55310;0,392;9;;;
55320;0,393;9;;;
55330;0,393;9;;;
55340;0,393;9;;;
55350;0,393;9;;;
55360;0,394;9;;;
55370;0,394;9;;;
55380;0,394;9;;;
55390;0,394;9;;;
55400;0,394;9;;;
55410;0,395;9;;;
55420;0,394;9;;;
55430;0,395;9;;;
55440;0,396;9;;;
55450;0,396;9;;;
55460;0,396;9;;;
55470;0,396;9;;;
55480;0,396;9;;;
55490;0,397;9;;;
55500;0,397;9;;;
55510;0,397;9;;;
55520;0,398;10;;;
55530;0,398;10;;;
55540;0,398;10;;;
55550;0,398;10;;;
55560;0,399;10;;;
55570;0,398;10;;;
55580;0,399;10;;;
55590;0,399;10;;;
55600;0,4;10;;;
55610;0,399;10;;;
55620;0,4;10;;;
55630;0,4;10;;;
55640;0,401;10;;;
55650;0,4;10;;;
55660;0,401;10;;;
55670;0,401;10;;;
55680;0,401;10;;;
55690;0,401;10;;;
55700;0,402;10;;;
55710;0,402;10;;;
55720;0,402;10;;;
55730;0,402;10;;;
55740;0,402;10;;;
55750;0,403;10;;;
55760;0,404;10;;;
55770;0,404;10;;;
55780;0,403;10;;;
55790;0,403;10;;;
55800;0,404;10;;;
55810;0,404;10;;;
55820;0,404;10;;;
55830;0,405;10;;;
55840;0,405;10;;;
55850;0,406;10;;;
55860;0,405;10;;;
55870;0,406;10;;;
55880;0,406;10;;;
55890;0,406;10;;;
55900;0,407;10;;;
55910;0,407;10;;;
55920;0,407;10;;;
55930;0,407;10;;;
55940;0,407;10;;;
55950;0,407;10;;;
55960;0,407;10;;;
55970;0,409;10;;;
55980;0,408;10;;;
55990;0,408;10;;;
56000;0,409;10;;;
56010;0,409;10;;;
56020;0,409;10;;;
56030;0,409;10;;;
56040;0,409;10;;;
56050;0,41;10;;;
56060;0,409;10;;;
56070;0,41;10;;;
56080;0,41;10;;;
56090;0,41;10;;;
56100;0,41;10;;;
56110;0,411;10;;;
56120;0,411;10;;;
56130;0,411;10;;;
56140;0,411;10;;;
56150;0,412;10;;;
56160;0,412;10;;;
56170;0,413;10;;;
56180;0,412;10;;;
56190;0,413;10;;;
56200;0,413;10;;;
56210;0,413;10;;;
56220;0,413;10;;;
56230;0,413;10;;;
56240;0,413;10;;;
56250;0,414;10;;;
56260;0,414;10;;;
56270;0,414;10;;;
56280;0,414;10;;;
56290;0,414;10;;;
56300;0,415;10;;;
56310;0,415;10;;;
56320;0,416;10;;;
56330;0,415;10;;;
56340;0,416;10;;;
56350;0,416;10;;;
56360;0,416;10;;;
56370;0,416;10;;;
56380;0,417;10;;;
56390;0,418;10;;;
56400;0,418;10;;;
56410;0,418;10;;;
56420;0,418;10;;;
56430;0,418;10;;;
56440;0,418;10;;;
56450;0,418;10;;;
56460;0,419;10;;;
56470;0,419;10;;;
56480;0,419;10;;;
56490;0,42;10;;;
56500;0,42;10;;;
56510;0,42;10;;;
56520;0,421;10;;;
56530;0,42;10;;;
56540;0,421;10;;;
56550;0,42;10;;;
56560;0,421;10;;;
56570;0,421;10;;;
56580;0,422;10;;;
56590;0,423;10;;;
56600;0,422;10;;;
56610;0,422;10;;;
56620;0,422;10;;;
56630;0,423;10;;;
56640;0,423;10;;;
56650;0,423;10;;;
56660;0,423;10;;;
56670;0,424;10;;;
56680;0,424;10;;;
56690;0,424;10;;;
56700;0,425;10;;;
56710;0,425;10;;;
56720;0,425;10;;;
56730;0,425;10;;;
56740;0,426;10;;;
56750;0,426;10;;;
56760;0,426;10;;;
56770;0,427;10;;;
56780;0,427;10;;;
56790;0,427;10;;;
56800;0,427;10;;;
56810;0,428;10;;;
56820;0,428;10;;;
56830;0,428;10;;;
56840;0,428;10;;;
56850;0,429;10;;;
56860;0,429;10;;;
56870;0,429;10;;;
56880;0,429;10;;;
56890;0,43;10;;;
56900;0,43;10;;;
56910;0,43;10;;;
56920;0,43;10;;;
56930;0,43;10;;;
56940;0,43;10;;;
56950;0,431;10;;;
56960;0,431;10;;;
56970;0,432;10;;;
56980;0,432;10;;;
56990;0,432;10;;;
57000;0,432;10;;;
57010;0,433;10;;;
57020;0,433;10;;;
57030;0,433;10;;;
57040;0,433;10;;;
57050;0,433;10;;;
57060;0,433;10;;;
57070;0,433;10;;;
57080;0,434;10;;;
57090;0,434;10;;;
57100;0,434;10;;;
57110;0,435;10;;;
57120;0,435;10;;;
57130;0,435;10;;;
57140;0,436;10;;;
57150;0,435;10;;;
57160;0,435;10;;;
57170;0,436;10;;;
57180;0,436;10;;;
57190;0,437;10;;;
57200;0,437;10;;;
57210;0,437;10;;;
57220;0,437;10;;;
57230;0,437;10;;;
57240;0,438;11;;;
57250;0,438;11;;;
57260;0,438;11;;;
57270;0,438;11;;;
57280;0,438;11;;;
57290;0,439;11;;;
57300;0,439;11;;;
57310;0,439;11;;;
57320;0,439;11;;;
57330;0,439;11;;;
57340;0,439;11;;;
57350;0,44;11;;;
57360;0,44;11;;;
57370;0,44;11;;;
57380;0,441;11;;;
57390;0,441;11;;;
57400;0,441;11;;;
57410;0,442;11;;;
57420;0,442;11;;;
57430;0,442;11;;;
57440;0,442;11;;;
57450;0,443;11;;;
57460;0,443;11;;;
57470;0,443;11;;;
57480;0,443;11;;;
57490;0,443;11;;;
57500;0,443;11;;;
57510;0,443;11;;;
57520;0,443;11;;;
57530;0,443;11;;;
57540;0,444;11;;;
57550;0,444;11;;;
57560;0,444;11;;;
57570;0,444;11;;;
57580;0,444;11;;;
57590;0,445;11;;;
57600;0,445;11;;;
57610;0,445;11;;;
57620;0,446;11;;;
57630;0,446;11;;;
57640;0,447;11;;;
57650;0,447;11;;;
57660;0,446;11;;;
57670;0,447;11;;;
57680;0,448;11;;;
57690;0,447;11;;;
57700;0,447;11;;;
57710;0,448;11;;;
57720;0,448;11;;;
57730;0,448;11;;;
57740;0,448;11;;;
57750;0,448;11;;;
57760;0,448;11;;;
57770;0,45;11;;;
57780;0,449;11;;;
57790;0,449;11;;;
57800;0,45;11;;;
57810;0,45;11;;;
57820;0,45;11;;;
57830;0,451;11;;;
57840;0,45;11;;;
57850;0,45;11;;;
57860;0,45;11;;;
57870;0,451;11;;;
57880;0,451;11;;;
57890;0,451;11;;;
57900;0,452;11;;;
57910;0,452;11;;;
57920;0,452;11;;;
57930;0,452;11;;;
57940;0,452;11;;;
57950;0,452;11;;;
57960;0,453;11;;;
57970;0,453;11;;;
57980;0,453;11;;;
57990;0,453;11;;;
58000;0,454;11;;;
58010;0,454;11;;;
58020;0,454;11;;;
58030;0,455;11;;;
58040;0,455;11;;;
58050;0,455;11;;;
58060;0,455;11;;;
58070;0,455;11;;;
58080;0,456;11;;;
58090;0,456;11;;;
58100;0,456;11;;;
58110;0,456;11;;;
58120;0,456;11;;;
58130;0,456;11;;;
58140;0,457;11;;;
58150;0,457;11;;;
58160;0,457;11;;;
58170;0,457;11;;;
58180;0,457;11;;;
58190;0,458;11;;;
58200;0,457;11;;;
58210;0,458;11;;;
58220;0,459;11;;;
58230;0,459;11;;;
58240;0,459;11;;;
58250;0,459;11;;;
58260;0,459;11;;;
58270;0,46;11;;;
58280;0,46;11;;;
58290;0,46;11;;;
58300;0,46;11;;;
58310;0,46;11;;;
58320;0,46;11;;;
58330;0,46;11;;;
58340;0,461;11;;;
58350;0,461;11;;;
58360;0,461;11;;;
58370;0,461;11;;;
58380;0,461;11;;;
58390;0,462;11;;;
58400;0,462;11;;;
58410;0,462;11;;;
58420;0,462;11;;;
58430;0,463;11;;;
58440;0,463;11;;;
58450;0,463;11;;;
58460;0,463;11;;;
58470;0,463;11;;;
58480;0,464;11;;;
58490;0,464;11;;;
58500;0,464;11;;;
58510;0,464;11;;;
58520;0,464;11;;;
58530;0,464;11;;;
58540;0,465;11;;;
58550;0,465;11;;;
58560;0,465;11;;;
58570;0,465;11;;;
58580;0,465;11;;;
58590;0,466;11;;;
58600;0,466;11;;;
58610;0,466;11;;;
58620;0,466;11;;;
58630;0,466;11;;;
58640;0,466;11;;;
58650;0,467;11;;;
58660;0,467;11;;;
58670;0,467;11;;;
58680;0,467;11;;;
58690;0,468;11;;;
58700;0,468;11;;;
58710;0,468;11;;;
58720;0,468;11;;;
58730;0,468;11;;;
58740;0,468;11;;;
58750;0,468;11;;;
58760;0,469;11;;;
58770;0,469;11;;;
58780;0,469;11;;;
58790;0,469;11;;;
58800;0,47;11;;;
58810;0,469;11;;;
58820;0,471;11;;;
58830;0,471;11;;;
58840;0,471;11;;;
58850;0,471;11;;;
58860;0,471;11;;;
58870;0,471;11;;;
58880;0,472;11;;;
58890;0,472;11;;;
58900;0,472;11;;;
58910;0,472;11;;;
58920;0,473;11;;;
58930;0,472;11;;;
58940;0,472;11;;;
58950;0,473;11;;;
58960;0,473;11;;;
58970;0,473;11;;;
58980;0,473;11;;;
58990;0,473;11;;;
59000;0,474;11;;;
59010;0,475;11;;;
59020;0,474;11;;;
59030;0,475;11;;;
59040;0,475;11;;;
59050;0,475;11;;;
59060;0,476;11;;;
59070;0,475;11;;;
59080;0,475;11;;;
59090;0,476;11;;;
59100;0,476;11;;;
59110;0,476;11;;;
59120;0,477;11;;;
59130;0,477;11;;;
59140;0,477;11;;;
59150;0,477;11;;;
59160;0,478;12;;;
59170;0,478;12;;;
59180;0,478;12;;;
59190;0,478;12;;;
59200;0,479;12;;;
59210;0,48;12;;;
59220;0,479;12;;;
59230;0,479;12;;;
59240;0,48;12;;;
59250;0,48;12;;;
59260;0,48;12;;;
59270;0,48;12;;;
59280;0,48;12;;;
59290;0,48;12;;;
59300;0,48;12;;;
59310;0,481;12;;;
59320;0,48;12;;;
59330;0,481;12;;;
59340;0,481;12;;;
59350;0,481;12;;;
59360;0,482;12;;;
59370;0,482;12;;;
59380;0,482;12;;;
59390;0,482;12;;;
59400;0,482;12;;;
59410;0,483;12;;;
59420;0,483;12;;;
59430;0,483;12;;;
59440;0,483;12;;;
59450;0,484;12;;;
59460;0,484;12;;;
59470;0,484;12;;;
59480;0,484;12;;;
59490;0,484;12;;;
59500;0,484;12;;;
59510;0,484;12;;;
59520;0,484;12;;;
59530;0,485;12;;;
59540;0,485;12;;;
59550;0,485;12;;;
59560;0,485;12;;;
59570;0,486;12;;;
59580;0,486;12;;;
59590;0,486;12;;;
59600;0,486;12;;;
59610;0,487;12;;;
59620;0,486;12;;;
59630;0,486;12;;;
59640;0,487;12;;;
59650;0,487;12;;;
59660;0,487;12;;;
59670;0,487;12;;;
59680;0,487;12;;;
59690;0,488;12;;;
59700;0,488;12;;;
59710;0,488;12;;;
59720;0,488;12;;;
59730;0,488;12;;;
59740;0,489;12;;;
59750;0,489;12;;;
59760;0,489;12;;;
59770;0,489;12;;;
59780;0,49;12;;;
59790;0,49;12;;;
59800;0,49;12;;;
59810;0,49;12;;;
59820;0,49;12;;;
59830;0,491;12;;;
59840;0,491;12;;;
59850;0,491;12;;;
59860;0,491;12;;;
59870;0,491;12;;;
59880;0,492;12;;;
59890;0,492;12;;;
59900;0,492;12;;;
59910;0,492;12;;;
59920;0,492;12;;;
59930;0,492;12;;;
59940;0,492;12;;;
59950;0,493;12;;;
59960;0,492;12;;;
59970;0,493;12;;;
59980;0,493;12;;;
59990;0,493;12;;;
60000;0,494;12;;;
60010;0,494;12;;;
60020;0,494;12;;;
60030;0,494;12;;;
60040;0,494;12;;;
60050;0,495;12;;;
60060;0,495;12;;;
60070;0,495;12;;;
60080;0,495;12;;;
60090;0,496;12;;;
60100;0,496;12;;;
60110;0,496;12;;;
60120;0,497;12;;;
60130;0,496;12;;;
60140;0,497;12;;;
60150;0,497;12;;;
60160;0,497;12;;;
60170;0,497;12;;;
60180;0,497;12;;;
60190;0,497;12;;;
60200;0,497;12;;;
60210;0,498;12;;;
60220;0,498;12;;;
60230;0,498;12;;;
60240;0,498;12;;;
60250;0,498;12;;;
60260;0,499;12;;;
60270;0,499;12;;;
60280;0,499;12;;;
60290;0,499;12;;;
60300;0,499;12;;;
60310;0,499;12;;;
60320;0,499;12;;;
60330;0,5;12;;;
60340;0,5;12;;;
60350;0,5;12;;;
60360;0,5;12;;;
60370;0,501;12;;;
60380;0,501;12;;;
60390;0,501;12;;;
60400;0,502;12;;;
60410;0,502;12;;;
60420;0,502;12;;;
60430;0,503;12;;;
60440;0,502;12;;;
60450;0,502;12;;;
60460;0,502;12;;;
60470;0,503;12;;;
60480;0,503;12;;;
60490;0,504;12;;;
60500;0,503;12;;;
60510;0,503;12;;;
60520;0,503;12;;;
60530;0,504;12;;;
60540;0,504;12;;;
60550;0,504;12;;;
60560;0,504;12;;;
60570;0,505;12;;;
60580;0,504;12;;;
60590;0,504;12;;;
60600;0,504;12;;;
60610;0,505;12;;;
60620;0,505;12;;;
60630;0,505;12;;;
60640;0,505;12;;;
60650;0,505;12;;;
60660;0,506;12;;;
60670;0,506;12;;;
60680;0,506;12;;;
60690;0,506;12;;;
60700;0,506;12;;;
60710;0,506;12;;;
60720;0,506;12;;;
60730;0,507;12;;;
60740;0,507;12;;;
60750;0,507;12;;;
60760;0,507;12;;;
60770;0,508;12;;;
60780;0,508;12;;;
60790;0,508;12;;;
60800;0,508;12;;;
60810;0,509;12;;;
60820;0,509;12;;;
60830;0,509;12;;;
60840;0,509;12;;;
60850;0,509;12;;;
60860;0,509;12;;;
60870;0,51;12;;;
60880;0,51;12;;;
60890;0,51;12;;;
60900;0,511;12;;;
60910;0,511;12;;;
60920;0,511;12;;;
60930;0,511;12;;;
60940;0,512;12;;;
60950;0,511;12;;;
60960;0,512;12;;;
60970;0,511;12;;;
60980;0,512;12;;;
60990;0,512;12;;;
61000;0,513;12;;;
61010;0,513;12;;;
61020;0,513;12;;;
61030;0,513;12;;;
61040;0,513;12;;;
61050;0,513;12;;;
61060;0,513;12;;;
61070;0,513;12;;;
61080;0,514;12;;;
61090;0,514;12;;;
61100;0,514;12;;;
61110;0,514;12;;;
61120;0,515;12;;;
61130;0,515;12;;;
61140;0,515;12;;;
61150;0,515;12;;;
61160;0,515;12;;;
61170;0,516;12;;;
61180;0,515;12;;;
61190;0,516;12;;;
61200;0,516;12;;;
61210;0,516;12;;;
61220;0,517;12;;;
61230;0,517;12;;;
61240;0,517;12;;;
61250;0,518;13;;;
61260;0,517;12;;;
61270;0,518;13;;;
61280;0,517;12;;;
61290;0,518;13;;;
61300;0,518;13;;;
61310;0,519;13;;;
61320;0,518;13;;;
61330;0,518;13;;;
61340;0,518;13;;;
61350;0,518;13;;;
61360;0,519;13;;;
61370;0,519;13;;;
61380;0,519;13;;;
61390;0,519;13;;;
61400;0,519;13;;;
61410;0,519;13;;;
61420;0,52;13;;;
61430;0,52;13;;;
61440;0,52;13;;;
61450;0,52;13;;;
61460;0,521;13;;;
61470;0,52;13;;;
61480;0,521;13;;;
61490;0,522;13;;;
61500;0,521;13;;;
61510;0,521;13;;;
61520;0,522;13;;;
61530;0,522;13;;;
61540;0,522;13;;;
61550;0,522;13;;;
61560;0,523;13;;;
61570;0,523;13;;;
61580;0,523;13;;;
61590;0,523;13;;;
61600;0,523;13;;;
61610;0,523;13;;;
61620;0,524;13;;;
61630;0,524;13;;;
61640;0,524;13;;;
61650;0,524;13;;;
61660;0,524;13;;;
61670;0,524;13;;;
61680;0,525;13;;;
61690;0,525;13;;;
61700;0,525;13;;;
61710;0,525;13;;;
61720;0,525;13;;;
61730;0,526;13;;;
61740;0,526;13;;;
61750;0,526;13;;;
61760;0,526;13;;;
61770;0,527;13;;;
61780;0,526;13;;;
61790;0,527;13;;;
61800;0,527;13;;;
61810;0,527;13;;;
61820;0,527;13;;;
61830;0,527;13;;;
61840;0,528;13;;;
61850;0,528;13;;;
61860;0,528;13;;;
61870;0,528;13;;;
61880;0,528;13;;;
61890;0,528;13;;;
61900;0,529;13;;;
61910;0,529;13;;;
61920;0,529;13;;;
61930;0,529;13;;;
61940;0,529;13;;;
61950;0,529;13;;;
61960;0,53;13;;;
61970;0,53;13;;;
61980;0,53;13;;;
61990;0,53;13;;;
62000;0,53;13;;;
62010;0,53;13;;;
62020;0,53;13;;;
62030;0,53;13;;;
62040;0,53;13;;;
62050;0,53;13;;;
62060;0,531;13;;;
62070;0,531;13;;;
62080;0,531;13;;;
62090;0,531;13;;;
62100;0,532;13;;;
62110;0,532;13;;;
62120;0,532;13;;;
62130;0,532;13;;;
62140;0,532;13;;;
62150;0,532;13;;;
62160;0,532;13;;;
62170;0,533;13;;;
62180;0,532;13;;;
62190;0,532;13;;;
62200;0,533;13;;;
62210;0,533;13;;;
62220;0,534;13;;;
62230;0,534;13;;;
62240;0,534;13;;;
62250;0,534;13;;;
62260;0,535;13;;;
62270;0,535;13;;;
62280;0,535;13;;;
62290;0,535;13;;;
62300;0,535;13;;;
62310;0,535;13;;;
62320;0,536;13;;;
62330;0,536;13;;;
62340;0,536;13;;;
62350;0,536;13;;;
62360;0,536;13;;;
62370;0,536;13;;;
62380;0,536;13;;;
62390;0,536;13;;;
62400;0,536;13;;;
62410;0,537;13;;;
62420;0,537;13;;;
62430;0,537;13;;;
62440;0,537;13;;;
62450;0,537;13;;;
62460;0,537;13;;;
62470;0,538;13;;;
62480;0,538;13;;;
62490;0,538;13;;;
62500;0,538;13;;;
62510;0,538;13;;;
62520;0,539;13;;;
62530;0,539;13;;;
62540;0,539;13;;;
62550;0,539;13;;;
62560;0,539;13;;;
62570;0,539;13;;;
62580;0,539;13;;;
62590;0,54;13;;;
62600;0,54;13;;;
62610;0,54;13;;;
62620;0,54;13;;;
62630;0,54;13;;;
62640;0,541;13;;;
62650;0,541;13;;;
62660;0,541;13;;;
62670;0,541;13;;;
62680;0,541;13;;;
62690;0,541;13;;;
62700;0,541;13;;;
62710;0,541;13;;;
62720;0,542;13;;;
62730;0,542;13;;;
62740;0,542;13;;;
62750;0,542;13;;;
62760;0,543;13;;;
62770;0,542;13;;;
62780;0,542;13;;;
62790;0,542;13;;;
62800;0,543;13;;;
62810;0,543;13;;;
62820;0,543;13;;;
62830;0,544;13;;;
62840;0,544;13;;;
62850;0,544;13;;;
62860;0,544;13;;;
62870;0,545;13;;;
62880;0,545;13;;;
62890;0,544;13;;;
62900;0,545;13;;;
62910;0,545;13;;;
62920;0,545;13;;;
62930;0,546;13;;;
62940;0,546;13;;;
62950;0,546;13;;;
62960;0,546;13;;;
62970;0,546;13;;;
62980;0,547;13;;;
62990;0,547;13;;;
63000;0,547;13;;;
63010;0,546;13;;;
63020;0,547;13;;;
63030;0,548;13;;;
63040;0,548;13;;;
63050;0,548;13;;;
63060;0,548;13;;;
63070;0,548;13;;;
63080;0,548;13;;;
63090;0,549;13;;;
63100;0,549;13;;;
63110;0,549;13;;;
63120;0,549;13;;;
63130;0,549;13;;;
63140;0,549;13;;;
63150;0,549;13;;;
63160;0,549;13;;;
63170;0,55;13;;;
63180;0,55;13;;;
63190;0,55;13;;;
63200;0,55;13;;;
63210;0,55;13;;;
63220;0,55;13;;;
63230;0,55;13;;;
63240;0,55;13;;;
63250;0,55;13;;;
63260;0,55;13;;;
63270;0,551;13;;;
63280;0,551;13;;;
63290;0,551;13;;;
63300;0,552;13;;;
63310;0,552;13;;;
63320;0,552;13;;;
63330;0,552;13;;;
63340;0,553;13;;;
63350;0,553;13;;;
63360;0,553;13;;;
63370;0,552;13;;;
63380;0,553;13;;;
63390;0,553;13;;;
63400;0,553;13;;;
63410;0,553;13;;;
63420;0,554;13;;;
63430;0,554;13;;;
63440;0,555;13;;;
63450;0,554;13;;;
63460;0,554;13;;;
63470;0,555;13;;;
63480;0,555;13;;;
63490;0,555;13;;;
63500;0,555;13;;;
63510;0,555;13;;;
63520;0,556;13;;;
63530;0,556;13;;;
63540;0,556;13;;;
63550;0,556;13;;;
63560;0,556;13;;;
63570;0,556;13;;;
63580;0,556;13;;;
63590;0,557;13;;;
63600;0,557;13;;;
63610;0,556;13;;;
63620;0,557;13;;;
63630;0,557;13;;;
63640;0,557;13;;;
63650;0,557;13;;;
63660;0,558;14;;;
63670;0,558;14;;;
63680;0,558;14;;;
63690;0,558;14;;;
63700;0,558;14;;;
63710;0,559;14;;;
63720;0,558;14;;;
63730;0,559;14;;;
63740;0,558;14;;;
63750;0,559;14;;;
63760;0,559;14;;;
63770;0,56;14;;;
63780;0,56;14;;;
63790;0,56;14;;;
63800;0,56;14;;;
63810;0,56;14;;;
63820;0,56;14;;;
63830;0,56;14;;;
63840;0,56;14;;;
63850;0,561;14;;;
63860;0,561;14;;;
63870;0,561;14;;;
63880;0,562;14;;;
63890;0,561;14;;;
63900;0,561;14;;;
63910;0,561;14;;;
63920;0,562;14;;;
63930;0,562;14;;;
63940;0,562;14;;;
63950;0,562;14;;;
63960;0,563;14;;;
63970;0,562;14;;;
63980;0,563;14;;;
63990;0,563;14;;;
64000;0,563;14;;;
64010;0,562;14;;;
64020;0,563;14;;;
64030;0,563;14;;;
64040;0,564;14;;;
64050;0,564;14;;;
64060;0,564;14;;;
64070;0,564;14;;;
64080;0,564;14;;;
64090;0,564;14;;;
64100;0,564;14;;;
64110;0,565;14;;;
64120;0,565;14;;;
64130;0,565;14;;;
64140;0,565;14;;;
64150;0,566;14;;;
64160;0,566;14;;;
64170;0,566;14;;;
64180;0,566;14;;;
64190;0,567;14;;;
64200;0,567;14;;;
64210;0,566;14;;;
64220;0,567;14;;;
64230;0,567;14;;;
64240;0,567;14;;;
64250;0,568;14;;;
64260;0,567;14;;;
64270;0,567;14;;;
64280;0,568;14;;;
64290;0,568;14;;;
64300;0,568;14;;;
64310;0,568;14;;;
64320;0,569;14;;;
64330;0,569;14;;;
64340;0,568;14;;;
64350;0,569;14;;;
64360;0,569;14;;;
64370;0,569;14;;;
64380;0,569;14;;;
64390;0,569;14;;;
64400;0,569;14;;;
64410;0,569;14;;;
64420;0,57;14;;;
64430;0,57;14;;;
64440;0,57;14;;;
64450;0,57;14;;;
64460;0,57;14;;;
64470;0,57;14;;;
64480;0,57;14;;;
64490;0,571;14;;;
64500;0,571;14;;;
64510;0,571;14;;;
64520;0,571;14;;;
64530;0,571;14;;;
64540;0,571;14;;;
64550;0,572;14;;;
64560;0,572;14;;;
64570;0,572;14;;;
64580;0,572;14;;;
64590;0,572;14;;;
64600;0,573;14;;;
64610;0,572;14;;;
